Lancio: 2020-03-17 23:26:36.956607
Iterazione: 129282 digits: 53624
Iterazione: 129309 digits: 53636
Iterazione: 129336 digits: 53648
Iterazione: 129363 digits: 53660
Iterazione: 129390 digits: 53670
Iterazione: 129417 digits: 53680
Iterazione: 129444 digits: 53688
Iterazione: 129471 digits: 53698
Iterazione: 129497 digits: 53708
Iterazione: 129524 digits: 53719
Iterazione: 129551 digits: 53731
Iterazione: 129578 digits: 53742
Iterazione: 129604 digits: 53753
Iterazione: 129630 digits: 53765
Iterazione: 129656 digits: 53776
Iterazione: 129682 digits: 53787
Iterazione: 129708 digits: 53798
Iterazione: 129734 digits: 53807
Iterazione: 129760 digits: 53818
Iterazione: 129786 digits: 53827
Iterazione: 129812 digits: 53839
Iterazione: 129838 digits: 53851
Iterazione: 129864 digits: 53862
Iterazione: 129890 digits: 53873
Iterazione: 129916 digits: 53886
Iterazione: 129942 digits: 53897
Iterazione: 129968 digits: 53908
Iterazione: 129994 digits: 53920
Iterazione: 130020 digits: 53932
Iterazione: 130046 digits: 53940
Iterazione: 130072 digits: 53951
Iterazione: 130098 digits: 53961
Iterazione: 130124 digits: 53972
Iterazione: 130150 digits: 53983
Iterazione: 130176 digits: 53994
Iterazione: 130202 digits: 54005
Iterazione: 130228 digits: 54014
Iterazione: 130254 digits: 54026
Iterazione: 130280 digits: 54036
Iterazione: 130306 digits: 54046
Iterazione: 130332 digits: 54058
Iterazione: 130358 digits: 54067
Iterazione: 130384 digits: 54075
Iterazione: 130410 digits: 54084
Iterazione: 130436 digits: 54092
Iterazione: 130462 digits: 54100
Iterazione: 130488 digits: 54111
Iterazione: 130514 digits: 54122
Iterazione: 130540 digits: 54132
Iterazione: 130566 digits: 54140
Iterazione: 130592 digits: 54152
Iterazione: 130618 digits: 54163
Iterazione: 130644 digits: 54175
Iterazione: 130670 digits: 54186
Iterazione: 130696 digits: 54196
Iterazione: 130722 digits: 54208
Iterazione: 130748 digits: 54219
Iterazione: 130774 digits: 54231
Iterazione: 130800 digits: 54242
Iterazione: 130826 digits: 54254
Iterazione: 130852 digits: 54265
Iterazione: 130878 digits: 54275
Iterazione: 130904 digits: 54286
Iterazione: 130930 digits: 54299
Iterazione: 130956 digits: 54311
Iterazione: 130982 digits: 54322
Iterazione: 131008 digits: 54334
Iterazione: 131034 digits: 54344
Iterazione: 131060 digits: 54352
Iterazione: 131086 digits: 54362
Iterazione: 131112 digits: 54373
Iterazione: 131138 digits: 54384
Iterazione: 131164 digits: 54393
Iterazione: 131190 digits: 54404
Iterazione: 131216 digits: 54415
Iterazione: 131242 digits: 54424
Iterazione: 131268 digits: 54436
Iterazione: 131294 digits: 54447
Iterazione: 131320 digits: 54458
Iterazione: 131346 digits: 54469
Iterazione: 131372 digits: 54480
Iterazione: 131398 digits: 54489
Iterazione: 131424 digits: 54501
Iterazione: 131450 digits: 54512
Iterazione: 131476 digits: 54523
Iterazione: 131502 digits: 54534
Iterazione: 131528 digits: 54545
Iterazione: 131554 digits: 54555
Iterazione: 131580 digits: 54566
Iterazione: 131606 digits: 54577
Iterazione: 131632 digits: 54588
Iterazione: 131658 digits: 54599
Iterazione: 131684 digits: 54611
Iterazione: 131710 digits: 54621
Iterazione: 131736 digits: 54630
Iterazione: 131762 digits: 54640
Iterazione: 131788 digits: 54650
Iterazione: 131814 digits: 54661
Iterazione: 131840 digits: 54671
Iterazione: 131866 digits: 54683
Iterazione: 131892 digits: 54695
Iterazione: 131918 digits: 54703
Iterazione: 131944 digits: 54716
Iterazione: 131970 digits: 54723
Iterazione: 131996 digits: 54734
Iterazione: 132022 digits: 54746
Iterazione: 132048 digits: 54758
Iterazione: 132074 digits: 54770
Iterazione: 132100 digits: 54780
Iterazione: 132126 digits: 54791
Iterazione: 132152 digits: 54802
Iterazione: 132177 digits: 54814
Iterazione: 132202 digits: 54823
Iterazione: 132227 digits: 54831
Iterazione: 132252 digits: 54843
Iterazione: 132277 digits: 54853
Iterazione: 132302 digits: 54864
Iterazione: 132327 digits: 54873
Iterazione: 132352 digits: 54883
Iterazione: 132377 digits: 54894
Iterazione: 132402 digits: 54904
Iterazione: 132427 digits: 54915
Iterazione: 132452 digits: 54926
Iterazione: 132477 digits: 54934
Iterazione: 132502 digits: 54944
Iterazione: 132527 digits: 54955
Iterazione: 132552 digits: 54965
Iterazione: 132577 digits: 54975
Iterazione: 132602 digits: 54988
Iterazione: 132627 digits: 54999
Iterazione: 132652 digits: 55010
Iterazione: 132677 digits: 55021
Iterazione: 132702 digits: 55032
Iterazione: 132727 digits: 55041
Iterazione: 132752 digits: 55053
Iterazione: 132777 digits: 55064
Iterazione: 132802 digits: 55076
Iterazione: 132827 digits: 55086
Iterazione: 132852 digits: 55098
Iterazione: 132877 digits: 55109
Iterazione: 132902 digits: 55119
Iterazione: 132927 digits: 55129
Iterazione: 132952 digits: 55136
Iterazione: 132977 digits: 55148
Iterazione: 133002 digits: 55159
Iterazione: 133027 digits: 55169
Iterazione: 133052 digits: 55180
Iterazione: 133077 digits: 55190
Iterazione: 133102 digits: 55199
Iterazione: 133127 digits: 55209
Iterazione: 133152 digits: 55219
Iterazione: 133177 digits: 55231
Iterazione: 133202 digits: 55241
Iterazione: 133227 digits: 55251
Iterazione: 133252 digits: 55262
Iterazione: 133277 digits: 55271
Iterazione: 133302 digits: 55280
Iterazione: 133327 digits: 55291
Iterazione: 133352 digits: 55301
Iterazione: 133377 digits: 55311
Iterazione: 133402 digits: 55323
Iterazione: 133427 digits: 55334
Iterazione: 133452 digits: 55344
Iterazione: 133477 digits: 55355
Iterazione: 133502 digits: 55365
Iterazione: 133527 digits: 55377
Iterazione: 133552 digits: 55388
Iterazione: 133577 digits: 55399
Iterazione: 133602 digits: 55409
Iterazione: 133627 digits: 55419
Iterazione: 133652 digits: 55426
Iterazione: 133677 digits: 55437
Iterazione: 133702 digits: 55448
Iterazione: 133727 digits: 55458
Iterazione: 133752 digits: 55467
Iterazione: 133777 digits: 55476
Iterazione: 133802 digits: 55487
Iterazione: 133827 digits: 55498
Iterazione: 133852 digits: 55508
Iterazione: 133877 digits: 55518
Iterazione: 133902 digits: 55529
Iterazione: 133927 digits: 55540
Iterazione: 133952 digits: 55549
Iterazione: 133977 digits: 55558
Iterazione: 134002 digits: 55568
Iterazione: 134027 digits: 55579
Iterazione: 134052 digits: 55590
Iterazione: 134077 digits: 55601
Iterazione: 134102 digits: 55612
Iterazione: 134127 digits: 55623
Iterazione: 134152 digits: 55634
Iterazione: 134177 digits: 55643
Iterazione: 134202 digits: 55653
Iterazione: 134227 digits: 55665
Iterazione: 134252 digits: 55676
Iterazione: 134277 digits: 55688
Iterazione: 134302 digits: 55698
Iterazione: 134327 digits: 55707
Iterazione: 134352 digits: 55716
Iterazione: 134377 digits: 55727
Iterazione: 134402 digits: 55735
Iterazione: 134427 digits: 55745
Iterazione: 134452 digits: 55756
Iterazione: 134477 digits: 55767
Iterazione: 134502 digits: 55779
Iterazione: 134527 digits: 55789
Iterazione: 134552 digits: 55798
Iterazione: 134577 digits: 55808
Iterazione: 134602 digits: 55818
Iterazione: 134627 digits: 55829
Iterazione: 134652 digits: 55840
Iterazione: 134677 digits: 55851
Iterazione: 134702 digits: 55861
Iterazione: 134727 digits: 55872
Iterazione: 134752 digits: 55883
Iterazione: 134777 digits: 55891
Iterazione: 134802 digits: 55901
Iterazione: 134827 digits: 55909
Iterazione: 134851 digits: 55917
Iterazione: 134875 digits: 55929
Iterazione: 134899 digits: 55939
Iterazione: 134923 digits: 55950
Iterazione: 134947 digits: 55959
Iterazione: 134971 digits: 55970
Iterazione: 134995 digits: 55980
Iterazione: 135019 digits: 55991
Iterazione: 135043 digits: 56001
Iterazione: 135067 digits: 56012
Iterazione: 135091 digits: 56022
Iterazione: 135115 digits: 56030
Iterazione: 135139 digits: 56040
Iterazione: 135163 digits: 56048
Iterazione: 135187 digits: 56057
Iterazione: 135211 digits: 56065
Iterazione: 135235 digits: 56076
Iterazione: 135259 digits: 56087
Iterazione: 135283 digits: 56096
Iterazione: 135307 digits: 56107
Iterazione: 135331 digits: 56117
Iterazione: 135355 digits: 56128
Iterazione: 135379 digits: 56138
Iterazione: 135403 digits: 56148
Iterazione: 135427 digits: 56155
Iterazione: 135451 digits: 56162
Iterazione: 135475 digits: 56171
Iterazione: 135499 digits: 56182
Iterazione: 135523 digits: 56193
Iterazione: 135547 digits: 56204
Iterazione: 135571 digits: 56214
Iterazione: 135595 digits: 56226
Iterazione: 135619 digits: 56235
Iterazione: 135643 digits: 56245
Iterazione: 135667 digits: 56254
Iterazione: 135691 digits: 56263
Iterazione: 135715 digits: 56275
Iterazione: 135739 digits: 56284
Iterazione: 135763 digits: 56295
Iterazione: 135787 digits: 56305
Iterazione: 135811 digits: 56313
Iterazione: 135835 digits: 56322
Iterazione: 135859 digits: 56333
Iterazione: 135883 digits: 56343
Iterazione: 135907 digits: 56351
Iterazione: 135931 digits: 56359
Iterazione: 135955 digits: 56370
Iterazione: 135979 digits: 56379
Iterazione: 136003 digits: 56386
Iterazione: 136027 digits: 56395
Iterazione: 136051 digits: 56405
Iterazione: 136075 digits: 56415
Iterazione: 136099 digits: 56425
Iterazione: 136123 digits: 56436
Iterazione: 136147 digits: 56446
Iterazione: 136171 digits: 56455
Iterazione: 136195 digits: 56463
Iterazione: 136219 digits: 56474
Iterazione: 136243 digits: 56485
Iterazione: 136267 digits: 56497
Iterazione: 136291 digits: 56506
Iterazione: 136315 digits: 56513
Iterazione: 136339 digits: 56524
Iterazione: 136363 digits: 56534
Iterazione: 136387 digits: 56543
Iterazione: 136411 digits: 56552
Iterazione: 136435 digits: 56561
Iterazione: 136459 digits: 56570
Iterazione: 136483 digits: 56581
Iterazione: 136507 digits: 56591
Iterazione: 136531 digits: 56599
Iterazione: 136555 digits: 56610
Iterazione: 136579 digits: 56620
Iterazione: 136603 digits: 56630
Iterazione: 136627 digits: 56640
Iterazione: 136651 digits: 56649
Iterazione: 136675 digits: 56658
Iterazione: 136699 digits: 56668
Iterazione: 136723 digits: 56679
Iterazione: 136747 digits: 56689
Iterazione: 136771 digits: 56698
Iterazione: 136795 digits: 56708
Iterazione: 136819 digits: 56718
Iterazione: 136843 digits: 56727
Iterazione: 136867 digits: 56737
Iterazione: 136891 digits: 56746
Iterazione: 136915 digits: 56757
Iterazione: 136939 digits: 56769
Iterazione: 136963 digits: 56778
Iterazione: 136987 digits: 56789
Iterazione: 137011 digits: 56800
Iterazione: 137035 digits: 56809
Iterazione: 137059 digits: 56821
Iterazione: 137083 digits: 56831
Iterazione: 137107 digits: 56840
Iterazione: 137131 digits: 56847
Iterazione: 137155 digits: 56857
Iterazione: 137179 digits: 56866
Iterazione: 137203 digits: 56876
Iterazione: 137227 digits: 56886
Iterazione: 137251 digits: 56897
Iterazione: 137275 digits: 56905
Iterazione: 137299 digits: 56915
Iterazione: 137323 digits: 56926
Iterazione: 137347 digits: 56935
Iterazione: 137371 digits: 56945
Iterazione: 137395 digits: 56955
Iterazione: 137419 digits: 56963
Iterazione: 137443 digits: 56975
Iterazione: 137467 digits: 56986
Iterazione: 137491 digits: 56995
Iterazione: 137515 digits: 57005
Iterazione: 137538 digits: 57015
Iterazione: 137562 digits: 57026
Iterazione: 137586 digits: 57036
Iterazione: 137610 digits: 57046
Iterazione: 137634 digits: 57055
Iterazione: 137658 digits: 57066
Iterazione: 137682 digits: 57077
Iterazione: 137706 digits: 57086
Iterazione: 137730 digits: 57096
Iterazione: 137754 digits: 57105
Iterazione: 137778 digits: 57116
Iterazione: 137802 digits: 57126
Iterazione: 137825 digits: 57135
Iterazione: 137849 digits: 57146
Iterazione: 137872 digits: 57155
Iterazione: 137895 digits: 57163
Iterazione: 137918 digits: 57173
Iterazione: 137941 digits: 57183
Iterazione: 137964 digits: 57193
Iterazione: 137987 digits: 57203
Iterazione: 138010 digits: 57212
Iterazione: 138033 digits: 57222
Iterazione: 138056 digits: 57230
Iterazione: 138079 digits: 57240
Iterazione: 138102 digits: 57251
Iterazione: 138125 digits: 57258
Iterazione: 138148 digits: 57268
Iterazione: 138171 digits: 57277
Iterazione: 138194 digits: 57287
Iterazione: 138217 digits: 57297
Iterazione: 138240 digits: 57306
Iterazione: 138263 digits: 57317
Iterazione: 138286 digits: 57326
Iterazione: 138309 digits: 57337
Iterazione: 138332 digits: 57346
Iterazione: 138355 digits: 57356
Iterazione: 138378 digits: 57364
Iterazione: 138401 digits: 57375
Iterazione: 138424 digits: 57384
Iterazione: 138447 digits: 57395
Iterazione: 138470 digits: 57402
Iterazione: 138493 digits: 57411
Iterazione: 138516 digits: 57420
Iterazione: 138539 digits: 57428
Iterazione: 138562 digits: 57437
Iterazione: 138585 digits: 57447
Iterazione: 138608 digits: 57457
Iterazione: 138631 digits: 57466
Iterazione: 138654 digits: 57476
Iterazione: 138677 digits: 57487
Iterazione: 138700 digits: 57496
Iterazione: 138723 digits: 57505
Iterazione: 138746 digits: 57516
Iterazione: 138769 digits: 57526
Iterazione: 138792 digits: 57536
Iterazione: 138815 digits: 57546
Iterazione: 138838 digits: 57556
Iterazione: 138861 digits: 57566
Iterazione: 138884 digits: 57574
Iterazione: 138907 digits: 57585
Iterazione: 138930 digits: 57595
Iterazione: 138953 digits: 57605
Iterazione: 138976 digits: 57614
Iterazione: 138999 digits: 57624
Iterazione: 139022 digits: 57635
Iterazione: 139045 digits: 57643
Iterazione: 139068 digits: 57651
Iterazione: 139091 digits: 57660
Iterazione: 139114 digits: 57668
Iterazione: 139137 digits: 57676
Iterazione: 139160 digits: 57685
Iterazione: 139183 digits: 57695
Iterazione: 139206 digits: 57705
Iterazione: 139229 digits: 57715
Iterazione: 139252 digits: 57723
Iterazione: 139275 digits: 57732
Iterazione: 139298 digits: 57740
Iterazione: 139321 digits: 57747
Iterazione: 139344 digits: 57756
Iterazione: 139367 digits: 57767
Iterazione: 139390 digits: 57776
Iterazione: 139413 digits: 57786
Iterazione: 139436 digits: 57795
Iterazione: 139459 digits: 57806
Iterazione: 139482 digits: 57816
Iterazione: 139505 digits: 57826
Iterazione: 139528 digits: 57836
Iterazione: 139551 digits: 57845
Iterazione: 139574 digits: 57855
Iterazione: 139597 digits: 57865
Iterazione: 139620 digits: 57875
Iterazione: 139643 digits: 57886
Iterazione: 139666 digits: 57895
Iterazione: 139689 digits: 57905
Iterazione: 139712 digits: 57915
Iterazione: 139735 digits: 57925
Iterazione: 139758 digits: 57935
Iterazione: 139781 digits: 57946
Iterazione: 139804 digits: 57955
Iterazione: 139827 digits: 57965
Iterazione: 139850 digits: 57974
Iterazione: 139873 digits: 57982
Iterazione: 139896 digits: 57992
Iterazione: 139919 digits: 58003
Iterazione: 139942 digits: 58013
Iterazione: 139965 digits: 58024
Iterazione: 139988 digits: 58034
Iterazione: 140011 digits: 58044
Iterazione: 140034 digits: 58054
Iterazione: 140057 digits: 58064
Iterazione: 140080 digits: 58073
Iterazione: 140103 digits: 58082
Iterazione: 140126 digits: 58090
Iterazione: 140149 digits: 58101
Iterazione: 140172 digits: 58111
Iterazione: 140195 digits: 58122
Iterazione: 140218 digits: 58132
Iterazione: 140241 digits: 58139
Iterazione: 140264 digits: 58149
Iterazione: 140287 digits: 58159
Iterazione: 140310 digits: 58169
Iterazione: 140333 digits: 58179
Iterazione: 140356 digits: 58188
Iterazione: 140379 digits: 58199
Iterazione: 140402 digits: 58209
Iterazione: 140425 digits: 58217
Iterazione: 140448 digits: 58228
Iterazione: 140471 digits: 58238
Iterazione: 140494 digits: 58248
Iterazione: 140517 digits: 58256
Iterazione: 140540 digits: 58266
Iterazione: 140563 digits: 58276
Iterazione: 140586 digits: 58287
Iterazione: 140609 digits: 58299
Iterazione: 140632 digits: 58310
Iterazione: 140655 digits: 58320
Iterazione: 140678 digits: 58330
Iterazione: 140701 digits: 58340
Iterazione: 140724 digits: 58350
Iterazione: 140747 digits: 58360
Iterazione: 140770 digits: 58370
Iterazione: 140793 digits: 58380
Iterazione: 140816 digits: 58391
Iterazione: 140839 digits: 58401
Iterazione: 140862 digits: 58409
Iterazione: 140885 digits: 58420
Iterazione: 140907 digits: 58429
Iterazione: 140930 digits: 58438
Iterazione: 140952 digits: 58448
Iterazione: 140974 digits: 58458
Iterazione: 140996 digits: 58466
Iterazione: 141018 digits: 58476
Iterazione: 141040 digits: 58484
Iterazione: 141062 digits: 58490
Iterazione: 141084 digits: 58498
Iterazione: 141106 digits: 58505
Iterazione: 141128 digits: 58515
Iterazione: 141150 digits: 58524
Iterazione: 141172 digits: 58534
Iterazione: 141194 digits: 58543
Iterazione: 141216 digits: 58551
Iterazione: 141238 digits: 58558
Iterazione: 141260 digits: 58564
Iterazione: 141282 digits: 58573
Iterazione: 141304 digits: 58582
Iterazione: 141326 digits: 58592
Iterazione: 141348 digits: 58600
Iterazione: 141370 digits: 58607
Iterazione: 141392 digits: 58617
Iterazione: 141414 digits: 58628
Iterazione: 141436 digits: 58638
Iterazione: 141458 digits: 58648
Iterazione: 141480 digits: 58659
Iterazione: 141502 digits: 58667
Iterazione: 141524 digits: 58677
Iterazione: 141546 digits: 58687
Iterazione: 141568 digits: 58695
Iterazione: 141590 digits: 58705
Iterazione: 141612 digits: 58715
Iterazione: 141634 digits: 58725
Iterazione: 141656 digits: 58734
Iterazione: 141678 digits: 58744
Iterazione: 141700 digits: 58752
Iterazione: 141722 digits: 58762
Iterazione: 141744 digits: 58773
Iterazione: 141766 digits: 58782
Iterazione: 141788 digits: 58789
Iterazione: 141810 digits: 58799
Iterazione: 141832 digits: 58808
Iterazione: 141854 digits: 58817
Iterazione: 141876 digits: 58825
Iterazione: 141898 digits: 58835
Iterazione: 141920 digits: 58844
Iterazione: 141942 digits: 58855
Iterazione: 141964 digits: 58866
Iterazione: 141986 digits: 58874
Iterazione: 142008 digits: 58882
Iterazione: 142030 digits: 58891
Iterazione: 142052 digits: 58902
Iterazione: 142074 digits: 58912
Iterazione: 142096 digits: 58922
Iterazione: 142118 digits: 58929
Iterazione: 142140 digits: 58940
Iterazione: 142162 digits: 58949
Iterazione: 142184 digits: 58959
Iterazione: 142206 digits: 58969
Iterazione: 142228 digits: 58979
Iterazione: 142250 digits: 58986
Iterazione: 142272 digits: 58996
Iterazione: 142294 digits: 59006
Iterazione: 142316 digits: 59016
Iterazione: 142338 digits: 59025
Iterazione: 142360 digits: 59033
Iterazione: 142382 digits: 59043
Iterazione: 142404 digits: 59052
Iterazione: 142426 digits: 59060
Iterazione: 142448 digits: 59069
Iterazione: 142470 digits: 59079
Iterazione: 142492 digits: 59089
Iterazione: 142514 digits: 59099
Iterazione: 142536 digits: 59107
Iterazione: 142558 digits: 59117
Iterazione: 142580 digits: 59126
Iterazione: 142602 digits: 59136
Iterazione: 142624 digits: 59145
Iterazione: 142646 digits: 59156
Iterazione: 142668 digits: 59163
Iterazione: 142690 digits: 59173
Iterazione: 142712 digits: 59180
Iterazione: 142734 digits: 59189
Iterazione: 142756 digits: 59197
Iterazione: 142778 digits: 59207
Iterazione: 142800 digits: 59218
Iterazione: 142822 digits: 59228
Iterazione: 142844 digits: 59235
Iterazione: 142866 digits: 59245
Iterazione: 142888 digits: 59255
Iterazione: 142910 digits: 59262
Iterazione: 142932 digits: 59270
Iterazione: 142954 digits: 59278
Iterazione: 142976 digits: 59286
Iterazione: 142998 digits: 59295
Iterazione: 143020 digits: 59305
Iterazione: 143042 digits: 59313
Iterazione: 143064 digits: 59323
Iterazione: 143086 digits: 59330
Iterazione: 143108 digits: 59339
Iterazione: 143130 digits: 59348
Iterazione: 143152 digits: 59358
Iterazione: 143174 digits: 59367
Iterazione: 143196 digits: 59375
Iterazione: 143218 digits: 59385
Iterazione: 143240 digits: 59395
Iterazione: 143262 digits: 59405
Iterazione: 143284 digits: 59414
Iterazione: 143306 digits: 59424
Iterazione: 143328 digits: 59434
Iterazione: 143350 digits: 59442
Iterazione: 143372 digits: 59450
Iterazione: 143394 digits: 59457
Iterazione: 143416 digits: 59464
Iterazione: 143438 digits: 59473
Iterazione: 143460 digits: 59483
Iterazione: 143482 digits: 59490
Iterazione: 143504 digits: 59497
Iterazione: 143526 digits: 59505
Iterazione: 143548 digits: 59515
Iterazione: 143570 digits: 59524
Iterazione: 143592 digits: 59535
Iterazione: 143614 digits: 59543
Iterazione: 143636 digits: 59551
Iterazione: 143658 digits: 59559
Iterazione: 143680 digits: 59569
Iterazione: 143701 digits: 59577
Iterazione: 143723 digits: 59587
Iterazione: 143745 digits: 59596
Iterazione: 143767 digits: 59604
Iterazione: 143789 digits: 59614
Iterazione: 143811 digits: 59623
Iterazione: 143833 digits: 59633
Iterazione: 143855 digits: 59642
Iterazione: 143877 digits: 59652
Iterazione: 143899 digits: 59662
Iterazione: 143921 digits: 59671
Iterazione: 143943 digits: 59680
Iterazione: 143965 digits: 59691
Iterazione: 143987 digits: 59699
Iterazione: 144009 digits: 59709
Iterazione: 144031 digits: 59718
Iterazione: 144053 digits: 59728
Iterazione: 144075 digits: 59738
Iterazione: 144097 digits: 59748
Iterazione: 144119 digits: 59757
Iterazione: 144141 digits: 59766
Iterazione: 144163 digits: 59776
Iterazione: 144185 digits: 59785
Iterazione: 144207 digits: 59795
Iterazione: 144229 digits: 59804
Iterazione: 144250 digits: 59812
Iterazione: 144272 digits: 59820
Iterazione: 144293 digits: 59830
Iterazione: 144314 digits: 59839
Iterazione: 144335 digits: 59848
Iterazione: 144356 digits: 59855
Iterazione: 144377 digits: 59863
Iterazione: 144398 digits: 59872
Iterazione: 144419 digits: 59882
Iterazione: 144440 digits: 59890
Iterazione: 144461 digits: 59897
Iterazione: 144482 digits: 59905
Iterazione: 144503 digits: 59914
Iterazione: 144524 digits: 59923
Iterazione: 144545 digits: 59929
Iterazione: 144566 digits: 59937
Iterazione: 144587 digits: 59946
Iterazione: 144608 digits: 59956
Iterazione: 144629 digits: 59965
Iterazione: 144650 digits: 59971
Iterazione: 144671 digits: 59978
Iterazione: 144692 digits: 59985
Iterazione: 144713 digits: 59992
Iterazione: 144734 digits: 60002
Iterazione: 144755 digits: 60012
Iterazione: 144776 digits: 60021
Iterazione: 144797 digits: 60031
Iterazione: 144818 digits: 60040
Iterazione: 144839 digits: 60049
Iterazione: 144860 digits: 60059
Iterazione: 144881 digits: 60068
Iterazione: 144902 digits: 60077
Iterazione: 144923 digits: 60086
Iterazione: 144944 digits: 60096
Iterazione: 144965 digits: 60105
Iterazione: 144986 digits: 60114
Iterazione: 145007 digits: 60123
Iterazione: 145028 digits: 60131
Iterazione: 145049 digits: 60139
Iterazione: 145070 digits: 60147
Iterazione: 145091 digits: 60156
Iterazione: 145112 digits: 60165
Iterazione: 145133 digits: 60174
Iterazione: 145154 digits: 60184
Iterazione: 145175 digits: 60191
Iterazione: 145196 digits: 60200
Iterazione: 145217 digits: 60210
Iterazione: 145238 digits: 60217
Iterazione: 145259 digits: 60227
Iterazione: 145280 digits: 60236
Iterazione: 145301 digits: 60245
Iterazione: 145322 digits: 60254
Iterazione: 145343 digits: 60263
Iterazione: 145364 digits: 60272
Iterazione: 145385 digits: 60281
Iterazione: 145406 digits: 60290
Iterazione: 145427 digits: 60300
Iterazione: 145448 digits: 60309
Iterazione: 145469 digits: 60317
Iterazione: 145490 digits: 60325
Iterazione: 145511 digits: 60334
Iterazione: 145532 digits: 60343
Iterazione: 145553 digits: 60351
Iterazione: 145574 digits: 60358
Iterazione: 145595 digits: 60367
Iterazione: 145616 digits: 60376
Iterazione: 145637 digits: 60384
Iterazione: 145658 digits: 60390
Iterazione: 145679 digits: 60397
Iterazione: 145700 digits: 60406
Iterazione: 145721 digits: 60416
Iterazione: 145742 digits: 60425
Iterazione: 145763 digits: 60434
Iterazione: 145784 digits: 60442
Iterazione: 145805 digits: 60452
Iterazione: 145826 digits: 60460
Iterazione: 145847 digits: 60468
Iterazione: 145868 digits: 60479
Iterazione: 145889 digits: 60486
Iterazione: 145910 digits: 60495
Iterazione: 145931 digits: 60504
Iterazione: 145952 digits: 60512
Iterazione: 145973 digits: 60520
Iterazione: 145994 digits: 60529
Iterazione: 146015 digits: 60538
Iterazione: 146036 digits: 60545
Iterazione: 146057 digits: 60555
Iterazione: 146078 digits: 60564
Iterazione: 146099 digits: 60570
Iterazione: 146120 digits: 60579
Iterazione: 146141 digits: 60589
Iterazione: 146162 digits: 60597
Iterazione: 146183 digits: 60607
Iterazione: 146204 digits: 60615
Iterazione: 146225 digits: 60624
Iterazione: 146246 digits: 60631
Iterazione: 146267 digits: 60638
Iterazione: 146288 digits: 60647
Iterazione: 146309 digits: 60654
Iterazione: 146330 digits: 60664
Iterazione: 146351 digits: 60673
Iterazione: 146372 digits: 60682
Iterazione: 146393 digits: 60691
Iterazione: 146414 digits: 60699
Iterazione: 146435 digits: 60708
Iterazione: 146456 digits: 60716
Iterazione: 146477 digits: 60725
Iterazione: 146498 digits: 60732
Iterazione: 146519 digits: 60742
Iterazione: 146540 digits: 60751
Iterazione: 146561 digits: 60760
Iterazione: 146582 digits: 60769
Iterazione: 146603 digits: 60778
Iterazione: 146624 digits: 60788
Iterazione: 146645 digits: 60798
Iterazione: 146666 digits: 60806
Iterazione: 146687 digits: 60815
Iterazione: 146708 digits: 60824
Iterazione: 146729 digits: 60832
Iterazione: 146750 digits: 60842
Iterazione: 146771 digits: 60851
Iterazione: 146792 digits: 60859
Iterazione: 146813 digits: 60866
Iterazione: 146834 digits: 60872
Iterazione: 146855 digits: 60882
Iterazione: 146876 digits: 60891
Iterazione: 146897 digits: 60900
Iterazione: 146918 digits: 60910
Iterazione: 146939 digits: 60919
Iterazione: 146960 digits: 60928
Iterazione: 146981 digits: 60936
Iterazione: 147002 digits: 60944
Iterazione: 147023 digits: 60950
Iterazione: 147044 digits: 60959
Iterazione: 147065 digits: 60968
Iterazione: 147086 digits: 60978
Iterazione: 147107 digits: 60986
Iterazione: 147128 digits: 60995
Iterazione: 147149 digits: 61003
Iterazione: 147170 digits: 61012
Iterazione: 147191 digits: 61019
Iterazione: 147212 digits: 61028
Iterazione: 147233 digits: 61038
Iterazione: 147254 digits: 61046
Iterazione: 147275 digits: 61053
Iterazione: 147296 digits: 61061
Iterazione: 147317 digits: 61070
Iterazione: 147338 digits: 61079
Iterazione: 147359 digits: 61084
Iterazione: 147380 digits: 61093
Iterazione: 147401 digits: 61102
Iterazione: 147422 digits: 61112
Iterazione: 147443 digits: 61119
Iterazione: 147464 digits: 61128
Iterazione: 147485 digits: 61137
Iterazione: 147506 digits: 61145
Iterazione: 147527 digits: 61155
Iterazione: 147548 digits: 61165
Iterazione: 147569 digits: 61175
Iterazione: 147590 digits: 61183
Iterazione: 147611 digits: 61193
Iterazione: 147632 digits: 61200
Iterazione: 147653 digits: 61208
Iterazione: 147674 digits: 61214
Iterazione: 147695 digits: 61222
Iterazione: 147716 digits: 61231
Iterazione: 147737 digits: 61238
Iterazione: 147758 digits: 61247
Iterazione: 147779 digits: 61257
Iterazione: 147799 digits: 61267
Iterazione: 147820 digits: 61276
Iterazione: 147841 digits: 61285
Iterazione: 147861 digits: 61291
Iterazione: 147881 digits: 61300
Iterazione: 147901 digits: 61309
Iterazione: 147921 digits: 61317
Iterazione: 147941 digits: 61326
Iterazione: 147961 digits: 61336
Iterazione: 147981 digits: 61345
Iterazione: 148001 digits: 61353
Iterazione: 148021 digits: 61361
Iterazione: 148041 digits: 61371
Iterazione: 148061 digits: 61379
Iterazione: 148081 digits: 61389
Iterazione: 148101 digits: 61395
Iterazione: 148121 digits: 61404
Iterazione: 148141 digits: 61413
Iterazione: 148161 digits: 61421
Iterazione: 148181 digits: 61430
Iterazione: 148201 digits: 61438
Iterazione: 148221 digits: 61446
Iterazione: 148241 digits: 61455
Iterazione: 148261 digits: 61464
Iterazione: 148281 digits: 61472
